shape1_sides,shape1_shade,shape1_texture,shape2_sides,shape2_shade,shape2_texture,shape3_sides,shape3_shade,shape3_texture,log_probability
circle,medium,dots,square,high,plain,square,medium,stripes,-10.154934837860516
circle,medium,stripes,square,high,dots,square,medium,plain,-10.154934837860516
square,medium,plain,square,high,stripes,circle,medium,dots,-10.154934837860516
triangle,medium,stripes,circle,medium,dots,triangle,high,plain,-10.154934837860516
triangle,high,dots,square,low,plain,circle,high,plain,-10.154934837860516
circle,medium,dots,square,high,stripes,square,medium,plain,-10.154934837860516
circle,high,dots,triangle,high,plain,square,low,plain,-10.154934837860516
triangle,medium,plain,triangle,high,dots,circle,medium,stripes,-10.154934837860516
circle,medium,plain,square,medium,dots,square,high,stripes,-10.154934837860516
square,high,dots,circle,medium,stripes,square,medium,plain,-10.154934837860516
triangle,medium,stripes,triangle,high,dots,circle,medium,plain,-10.154934837860516
triangle,medium,plain,circle,medium,stripes,triangle,high,dots,-10.154934837860516
triangle,high,dots,circle,medium,plain,triangle,medium,stripes,-10.154934837860516
circle,low,plain,square,high,dots,triangle,high,plain,-10.154934837860516
square,high,stripes,circle,medium,plain,square,medium,dots,-10.154934837860516
square,high,plain,circle,medium,stripes,square,medium,dots,-10.154934837860516
square,high,plain,square,medium,stripes,circle,medium,dots,-10.154934837860516
circle,medium,dots,square,medium,plain,square,high,stripes,-10.154934837860516
triangle,medium,dots,triangle,high,stripes,circle,medium,plain,-10.154934837860516
triangle,medium,plain,triangle,high,stripes,circle,medium,dots,-10.154934837860516
square,medium,dots,square,high,stripes,circle,medium,plain,-10.154934837860516
triangle,high,dots,circle,low,plain,square,high,plain,-10.154934837860516
square,medium,plain,square,high,dots,circle,medium,stripes,-10.154934837860516
square,low,plain,triangle,high,dots,circle,high,plain,-10.154934837860516
square,high,plain,triangle,high,dots,circle,low,plain,-10.154934837860516
triangle,high,plain,square,low,plain,circle,high,dots,-10.154934837860516
triangle,low,stripes,square,high,stripes,circle,high,dots,-10.154934837860518
circle,high,dots,square,high,stripes,triangle,low,stripes,-10.154934837860518
square,high,stripes,circle,low,stripes,triangle,high,dots,-10.154934837860518
square,high,dots,circle,low,stripes,triangle,high,stripes,-10.154934837860518
square,high,dots,circle,high,stripes,triangle,low,stripes,-10.154934837860518
circle,high,dots,square,low,stripes,triangle,high,stripes,-10.154934837860518
square,low,stripes,triangle,high,dots,circle,high,stripes,-10.154934837860518
circle,low,stripes,square,high,dots,triangle,high,stripes,-10.154934837860518
circle,low,stripes,triangle,high,dots,square,high,stripes,-10.154934837860518
triangle,high,dots,square,low,stripes,circle,high,stripes,-10.154934837860518
triangle,high,stripes,circle,high,dots,square,low,stripes,-10.154934837860518
triangle,high,stripes,square,high,dots,circle,low,stripes,-10.154934837860518
square,low,stripes,triangle,high,stripes,circle,high,dots,-10.154934837860518
triangle,high,stripes,square,low,stripes,circle,high,dots,-10.154934837860518
circle,high,stripes,triangle,low,stripes,square,high,dots,-10.154934837860518
triangle,high,dots,square,high,stripes,circle,low,stripes,-10.154934837860518
square,high,dots,triangle,low,stripes,circle,high,stripes,-10.154934837860518
square,high,stripes,triangle,high,dots,circle,low,stripes,-10.154934837860518
triangle,low,stripes,circle,high,stripes,square,high,dots,-10.154934837860518
circle,high,stripes,square,high,dots,triangle,low,stripes,-10.154934837860518
circle,high,stripes,triangle,high,dots,square,low,stripes,-10.154934837860518
triangle,high,stripes,circle,low,stripes,square,high,dots,-10.154934837860518
triangle,high,dots,circle,low,stripes,square,high,stripes,-10.154934837860518
triangle,low,stripes,circle,high,dots,square,high,stripes,-10.154934837860518
circle,high,dots,triangle,high,stripes,square,low,stripes,-10.154934837860518
square,high,stripes,circle,high,dots,triangle,low,stripes,-10.154934837860518
square,high,dots,triangle,high,stripes,circle,low,stripes,-10.154934837860518
triangle,low,stripes,square,high,dots,circle,high,stripes,-10.154934837860518
triangle,high,dots,circle,high,stripes,square,low,stripes,-10.154934837860518
square,low,stripes,circle,high,stripes,triangle,high,dots,-10.154934837860518
circle,low,stripes,triangle,high,stripes,square,high,dots,-10.154934837860518
square,high,stripes,triangle,low,stripes,circle,high,dots,-10.154934837860518
circle,low,stripes,square,high,stripes,triangle,high,dots,-10.154934837860518
circle,high,stripes,square,low,stripes,triangle,high,dots,-10.154934837860518
square,low,stripes,circle,high,dots,triangle,high,stripes,-10.154934837860518
circle,high,dots,triangle,low,stripes,square,high,stripes,-10.154934837860518
triangle,low,plain,circle,medium,plain,square,medium,dots,-10.15493483786052
square,medium,plain,triangle,medium,dots,circle,low,plain,-10.15493483786052
circle,low,stripes,square,medium,dots,triangle,medium,stripes,-10.15493483786052
square,low,plain,triangle,medium,dots,circle,medium,plain,-10.15493483786052
circle,medium,dots,triangle,medium,plain,square,low,plain,-10.15493483786052
triangle,medium,dots,square,low,plain,circle,medium,plain,-10.15493483786052
triangle,medium,plain,square,medium,dots,circle,low,plain,-10.15493483786052
circle,medium,dots,triangle,medium,stripes,square,low,stripes,-10.15493483786052
circle,medium,stripes,square,low,stripes,triangle,medium,dots,-10.15493483786052
triangle,medium,dots,square,low,stripes,circle,medium,stripes,-10.15493483786052
triangle,medium,dots,square,medium,plain,circle,low,plain,-10.15493483786052
triangle,medium,stripes,circle,medium,dots,square,low,stripes,-10.15493483786052
triangle,low,stripes,square,medium,stripes,circle,medium,dots,-10.15493483786052
circle,medium,plain,square,low,plain,triangle,medium,dots,-10.15493483786052
triangle,medium,stripes,square,low,stripes,circle,medium,dots,-10.15493483786052
circle,low,stripes,triangle,medium,dots,square,medium,stripes,-10.15493483786052
circle,low,plain,square,medium,dots,triangle,medium,plain,-10.15493483786052
square,medium,plain,circle,medium,dots,triangle,low,plain,-10.15493483786052
circle,medium,dots,square,low,plain,triangle,medium,plain,-10.15493483786052
square,medium,dots,triangle,medium,stripes,circle,low,stripes,-10.15493483786052
triangle,medium,dots,square,medium,stripes,circle,low,stripes,-10.15493483786052
square,low,stripes,triangle,medium,dots,circle,medium,stripes,-10.15493483786052
circle,medium,plain,triangle,medium,dots,square,low,plain,-10.15493483786052
square,low,stripes,circle,medium,dots,triangle,medium,stripes,-10.15493483786052
triangle,low,plain,circle,medium,dots,square,medium,plain,-10.15493483786052
square,low,plain,triangle,medium,plain,circle,medium,dots,-10.15493483786052
triangle,low,stripes,square,medium,dots,circle,medium,stripes,-10.15493483786052
circle,medium,dots,triangle,low,stripes,square,medium,stripes,-10.15493483786052
square,medium,stripes,triangle,medium,dots,circle,low,stripes,-10.15493483786052
square,medium,stripes,circle,low,stripes,triangle,medium,dots,-10.15493483786052
circle,medium,dots,square,medium,stripes,triangle,low,stripes,-10.15493483786052
triangle,medium,dots,circle,medium,plain,square,low,plain,-10.15493483786052
circle,medium,stripes,square,medium,dots,triangle,low,stripes,-10.15493483786052
square,medium,stripes,circle,medium,dots,triangle,low,stripes,-10.15493483786052
square,low,plain,circle,medium,plain,triangle,medium,dots,-10.15493483786052
square,medium,plain,triangle,low,plain,circle,medium,dots,-10.15493483786052
square,medium,dots,triangle,low,stripes,circle,medium,stripes,-10.15493483786052
square,medium,stripes,triangle,low,stripes,circle,medium,dots,-10.15493483786052
square,low,stripes,triangle,medium,stripes,circle,medium,dots,-10.15493483786052
square,medium,dots,circle,low,plain,triangle,medium,plain,-10.15493483786052
triangle,medium,dots,circle,low,stripes,square,medium,stripes,-10.15493483786052
triangle,low,stripes,circle,medium,dots,square,medium,stripes,-10.15493483786052
circle,medium,stripes,triangle,medium,dots,square,low,stripes,-10.15493483786052
square,low,stripes,circle,medium,stripes,triangle,medium,dots,-10.15493483786052
circle,low,plain,square,medium,plain,triangle,medium,dots,-10.15493483786052
square,medium,dots,triangle,low,plain,circle,medium,plain,-10.15493483786052
triangle,medium,stripes,square,medium,dots,circle,low,stripes,-10.15493483786052
triangle,medium,dots,circle,low,plain,square,medium,plain,-10.15493483786052
square,medium,plain,circle,low,plain,triangle,medium,dots,-10.15493483786052
triangle,low,stripes,circle,medium,stripes,square,medium,dots,-10.15493483786052
circle,medium,dots,square,medium,plain,triangle,low,plain,-10.15493483786052
circle,medium,stripes,triangle,low,stripes,square,medium,dots,-10.15493483786052
circle,low,stripes,triangle,medium,stripes,square,medium,dots,-10.15493483786052
triangle,low,plain,square,medium,plain,circle,medium,dots,-10.15493483786052
circle,medium,plain,square,medium,dots,triangle,low,plain,-10.15493483786052
circle,low,stripes,square,medium,stripes,triangle,medium,dots,-10.15493483786052
triangle,medium,plain,circle,medium,dots,square,low,plain,-10.15493483786052
circle,medium,dots,square,low,stripes,triangle,medium,stripes,-10.15493483786052
square,medium,dots,circle,low,stripes,triangle,medium,stripes,-10.15493483786052
triangle,medium,dots,circle,medium,stripes,square,low,stripes,-10.15493483786052
circle,medium,dots,triangle,low,plain,square,medium,plain,-10.15493483786052
triangle,medium,plain,circle,low,plain,square,medium,dots,-10.15493483786052
triangle,medium,stripes,circle,low,stripes,square,medium,dots,-10.15493483786052
square,medium,dots,circle,medium,plain,triangle,low,plain,-10.15493483786052
triangle,low,plain,square,medium,dots,circle,medium,plain,-10.15493483786052
triangle,medium,plain,square,low,plain,circle,medium,dots,-10.15493483786052
circle,low,plain,triangle,medium,dots,square,medium,plain,-10.15493483786052
square,medium,dots,triangle,medium,plain,circle,low,plain,-10.15493483786052
circle,low,plain,triangle,medium,plain,square,medium,dots,-10.15493483786052
square,low,plain,circle,medium,dots,triangle,medium,plain,-10.15493483786052
square,medium,dots,circle,medium,stripes,triangle,low,stripes,-10.15493483786052
circle,medium,plain,triangle,low,plain,square,medium,dots,-10.15493483786052
triangle,low,plain,square,medium,plain,circle,medium,stripes,-10.154934837860521
square,medium,plain,triangle,medium,stripes,triangle,low,dots,-10.154934837860521
circle,low,plain,square,medium,stripes,triangle,medium,plain,-10.154934837860521
triangle,low,stripes,square,medium,plain,triangle,medium,dots,-10.154934837860521
circle,medium,stripes,square,low,plain,triangle,medium,plain,-10.154934837860521
triangle,low,plain,square,medium,stripes,triangle,medium,dots,-10.154934837860521
square,medium,plain,triangle,medium,dots,triangle,low,stripes,-10.154934837860521
triangle,low,plain,square,medium,dots,triangle,medium,stripes,-10.154934837860521
triangle,medium,plain,circle,medium,stripes,square,low,plain,-10.154934837860521
circle,low,plain,triangle,medium,stripes,square,medium,plain,-10.154934837860521
triangle,medium,stripes,triangle,low,dots,square,medium,plain,-10.154934837860521
triangle,medium,plain,square,medium,stripes,triangle,low,dots,-10.154934837860521
square,medium,plain,triangle,medium,stripes,circle,low,plain,-10.154934837860521
triangle,medium,plain,circle,low,plain,square,medium,stripes,-10.154934837860521
square,low,plain,triangle,medium,plain,circle,medium,stripes,-10.154934837860521
triangle,medium,stripes,triangle,low,plain,square,medium,dots,-10.154934837860521
circle,medium,stripes,triangle,low,plain,square,medium,plain,-10.154934837860521
circle,medium,plain,square,medium,stripes,triangle,low,plain,-10.154934837860521
triangle,medium,dots,square,medium,plain,triangle,low,stripes,-10.154934837860521
triangle,medium,stripes,circle,low,plain,square,medium,plain,-10.154934837860521
triangle,low,dots,square,medium,plain,triangle,medium,stripes,-10.154934837860521
triangle,low,plain,square,medium,stripes,circle,medium,plain,-10.154934837860521
square,medium,stripes,triangle,medium,dots,triangle,low,plain,-10.154934837860521
circle,medium,plain,triangle,medium,stripes,square,low,plain,-10.154934837860521
triangle,medium,plain,square,medium,dots,triangle,low,stripes,-10.154934837860521
square,low,plain,circle,medium,stripes,triangle,medium,plain,-10.154934837860521
circle,medium,plain,square,low,plain,triangle,medium,stripes,-10.154934837860521
circle,low,plain,square,medium,plain,triangle,medium,stripes,-10.154934837860521
triangle,medium,dots,square,medium,stripes,triangle,low,plain,-10.154934837860521
triangle,low,stripes,square,medium,dots,triangle,medium,plain,-10.154934837860521
square,low,plain,triangle,medium,stripes,circle,medium,plain,-10.154934837860521
square,medium,plain,triangle,low,stripes,triangle,medium,dots,-10.154934837860521
triangle,medium,plain,square,medium,stripes,circle,low,plain,-10.154934837860521
square,medium,stripes,triangle,medium,plain,triangle,low,dots,-10.154934837860521
square,medium,dots,triangle,medium,stripes,triangle,low,plain,-10.154934837860521
square,low,plain,circle,medium,plain,triangle,medium,stripes,-10.154934837860521
triangle,medium,dots,triangle,low,plain,square,medium,stripes,-10.154934837860521
square,medium,dots,triangle,low,stripes,triangle,medium,plain,-10.154934837860521
triangle,low,plain,circle,medium,stripes,square,medium,plain,-10.154934837860521
triangle,medium,stripes,square,medium,plain,triangle,low,dots,-10.154934837860521
square,medium,stripes,triangle,low,dots,triangle,medium,plain,-10.154934837860521
triangle,low,stripes,triangle,medium,dots,square,medium,plain,-10.154934837860521
triangle,medium,plain,triangle,low,stripes,square,medium,dots,-10.154934837860521
triangle,low,dots,triangle,medium,plain,square,medium,stripes,-10.154934837860521
triangle,low,dots,triangle,medium,stripes,square,medium,plain,-10.154934837860521
square,medium,stripes,triangle,medium,plain,circle,low,plain,-10.154934837860521
circle,medium,plain,triangle,low,plain,square,medium,stripes,-10.154934837860521
triangle,medium,stripes,square,medium,plain,circle,low,plain,-10.154934837860521
triangle,medium,plain,square,low,plain,circle,medium,stripes,-10.154934837860521
triangle,low,plain,circle,medium,plain,square,medium,stripes,-10.154934837860521
square,medium,dots,triangle,medium,plain,triangle,low,stripes,-10.154934837860521
triangle,medium,dots,triangle,low,stripes,square,medium,plain,-10.154934837860521
triangle,low,stripes,triangle,medium,plain,square,medium,dots,-10.154934837860521
triangle,medium,plain,triangle,low,dots,square,medium,stripes,-10.154934837860521
square,medium,stripes,triangle,low,plain,circle,medium,plain,-10.154934837860521
circle,low,plain,triangle,medium,plain,square,medium,stripes,-10.154934837860521
triangle,low,dots,square,medium,stripes,triangle,medium,plain,-10.154934837860521
square,medium,stripes,circle,medium,plain,triangle,low,plain,-10.154934837860521
square,medium,stripes,circle,low,plain,triangle,medium,plain,-10.154934837860521
triangle,low,plain,triangle,medium,dots,square,medium,stripes,-10.154934837860521
square,medium,plain,triangle,low,dots,triangle,medium,stripes,-10.154934837860521
square,medium,plain,circle,medium,stripes,triangle,low,plain,-10.154934837860521
square,medium,plain,circle,low,plain,triangle,medium,stripes,-10.154934837860521
triangle,medium,stripes,circle,medium,plain,square,low,plain,-10.154934837860521
square,medium,stripes,triangle,low,plain,triangle,medium,dots,-10.154934837860521
triangle,medium,stripes,square,low,plain,circle,medium,plain,-10.154934837860521
circle,medium,stripes,triangle,medium,plain,square,low,plain,-10.154934837860521
triangle,medium,stripes,square,medium,dots,triangle,low,plain,-10.154934837860521
square,medium,dots,triangle,low,plain,triangle,medium,stripes,-10.154934837860521
square,medium,plain,triangle,low,plain,circle,medium,stripes,-10.154934837860521
triangle,low,plain,triangle,medium,stripes,square,medium,dots,-10.154934837860521
circle,medium,stripes,square,medium,plain,triangle,low,plain,-10.154934837860521
square,medium,plain,triangle,medium,stripes,circle,high,stripes,-10.154934837860523
square,medium,plain,circle,high,stripes,triangle,medium,stripes,-10.154934837860523
square,medium,plain,circle,medium,dots,triangle,high,dots,-10.154934837860523
triangle,high,stripes,circle,medium,plain,square,medium,stripes,-10.154934837860523
triangle,high,stripes,circle,medium,stripes,square,medium,plain,-10.154934837860523
circle,medium,dots,triangle,high,dots,square,medium,plain,-10.154934837860523
circle,medium,dots,square,high,dots,triangle,medium,plain,-10.154934837860523
circle,medium,dots,triangle,medium,plain,square,high,dots,-10.154934837860523
circle,high,stripes,triangle,medium,stripes,square,medium,plain,-10.154934837860523
square,high,dots,triangle,medium,plain,circle,medium,dots,-10.154934837860523
square,medium,plain,circle,high,dots,triangle,medium,dots,-10.154934837860523
circle,high,stripes,triangle,medium,plain,square,medium,stripes,-10.154934837860523
triangle,high,dots,square,medium,plain,circle,medium,dots,-10.154934837860523
circle,medium,dots,square,medium,plain,triangle,high,dots,-10.154934837860523
square,high,dots,triangle,medium,dots,circle,medium,plain,-10.154934837860523
triangle,medium,dots,square,high,dots,circle,medium,plain,-10.154934837860523
square,medium,plain,circle,medium,stripes,triangle,high,stripes,-10.154934837860523
circle,high,dots,square,medium,dots,triangle,medium,plain,-10.154934837860523
circle,medium,plain,triangle,high,dots,square,medium,dots,-10.154934837860523
square,high,dots,circle,medium,dots,triangle,medium,plain,-10.154934837860523
circle,medium,stripes,triangle,medium,plain,square,high,stripes,-10.154934837860523
circle,high,stripes,square,medium,plain,triangle,medium,stripes,-10.154934837860523
triangle,medium,dots,circle,medium,plain,square,high,dots,-10.154934837860523
square,medium,plain,triangle,high,stripes,circle,medium,stripes,-10.154934837860523
circle,medium,plain,square,medium,dots,triangle,high,dots,-10.154934837860523
square,high,stripes,circle,medium,stripes,triangle,medium,plain,-10.154934837860523
circle,high,dots,triangle,medium,plain,square,medium,dots,-10.154934837860523
triangle,medium,stripes,circle,high,stripes,square,medium,plain,-10.154934837860523
triangle,high,stripes,square,medium,plain,circle,medium,stripes,-10.154934837860523
triangle,medium,plain,circle,medium,dots,square,high,dots,-10.154934837860523
square,high,stripes,triangle,medium,stripes,circle,medium,plain,-10.154934837860523
triangle,medium,dots,circle,high,dots,square,medium,plain,-10.154934837860523
triangle,medium,plain,circle,medium,stripes,square,high,stripes,-10.154934837860523
square,medium,stripes,circle,high,stripes,triangle,medium,plain,-10.154934837860523
square,medium,plain,triangle,high,dots,circle,medium,dots,-10.154934837860523
square,high,stripes,triangle,medium,plain,circle,medium,stripes,-10.154934837860523
circle,medium,plain,square,medium,stripes,triangle,high,stripes,-10.154934837860523
triangle,high,dots,circle,medium,dots,square,medium,plain,-10.154934837860523
triangle,high,dots,circle,medium,plain,square,medium,dots,-10.154934837860523
square,medium,dots,triangle,medium,plain,circle,high,dots,-10.154934837860523
circle,medium,stripes,square,high,stripes,triangle,medium,plain,-10.154934837860523
square,medium,dots,circle,medium,plain,triangle,high,dots,-10.154934837860523
circle,high,stripes,square,medium,stripes,triangle,medium,plain,-10.154934837860523
triangle,medium,stripes,circle,medium,plain,square,high,stripes,-10.154934837860523
circle,high,dots,triangle,medium,dots,square,medium,plain,-10.154934837860523
triangle,high,stripes,square,medium,stripes,circle,medium,plain,-10.154934837860523
triangle,medium,stripes,square,high,stripes,circle,medium,plain,-10.154934837860523
square,medium,stripes,circle,medium,plain,triangle,high,stripes,-10.154934837860523
square,high,dots,circle,medium,plain,triangle,medium,dots,-10.154934837860523
circle,medium,plain,triangle,medium,stripes,square,high,stripes,-10.154934837860523
triangle,medium,plain,square,medium,dots,circle,high,dots,-10.154934837860523
triangle,medium,stripes,square,medium,plain,circle,high,stripes,-10.154934837860523
triangle,medium,plain,square,high,stripes,circle,medium,stripes,-10.154934837860523
circle,medium,plain,triangle,medium,dots,square,high,dots,-10.154934837860523
triangle,medium,plain,square,high,dots,circle,medium,dots,-10.154934837860523
circle,medium,stripes,triangle,high,stripes,square,medium,plain,-10.154934837860523
square,medium,dots,triangle,high,dots,circle,medium,plain,-10.154934837860523
square,medium,stripes,triangle,high,stripes,circle,medium,plain,-10.154934837860523
square,medium,stripes,triangle,medium,plain,circle,high,stripes,-10.154934837860523
square,medium,plain,triangle,medium,dots,circle,high,dots,-10.154934837860523
circle,medium,plain,triangle,high,stripes,square,medium,stripes,-10.154934837860523
triangle,medium,dots,square,medium,plain,circle,high,dots,-10.154934837860523
circle,high,dots,square,medium,plain,triangle,medium,dots,-10.154934837860523
circle,medium,stripes,square,medium,plain,triangle,high,stripes,-10.154934837860523
triangle,medium,plain,circle,high,dots,square,medium,dots,-10.154934837860523
circle,medium,plain,square,high,dots,triangle,medium,dots,-10.154934837860523
triangle,high,dots,square,medium,dots,circle,medium,plain,-10.154934837860523
square,medium,dots,circle,high,dots,triangle,medium,plain,-10.154934837860523
square,high,stripes,circle,medium,plain,triangle,medium,stripes,-10.154934837860523
triangle,medium,plain,circle,high,stripes,square,medium,stripes,-10.154934837860523
circle,medium,plain,square,high,stripes,triangle,medium,stripes,-10.154934837860523
triangle,medium,plain,square,medium,stripes,circle,high,stripes,-10.154934837860523
triangle,low,plain,square,high,stripes,circle,low,stripes,-10.154934837860525
square,low,stripes,triangle,low,plain,circle,high,stripes,-10.154934837860525
square,high,stripes,circle,low,stripes,triangle,low,plain,-10.154934837860525
circle,low,plain,square,low,stripes,triangle,high,stripes,-10.154934837860525
circle,low,plain,triangle,low,stripes,square,high,stripes,-10.154934837860525
triangle,high,stripes,circle,low,stripes,square,low,plain,-10.154934837860525
square,high,stripes,circle,low,plain,triangle,low,stripes,-10.154934837860525
triangle,high,stripes,circle,low,plain,square,low,stripes,-10.154934837860525
triangle,low,stripes,circle,high,stripes,square,low,plain,-10.154934837860525
square,low,plain,circle,high,stripes,triangle,low,stripes,-10.154934837860525
square,low,stripes,circle,low,plain,triangle,high,stripes,-10.154934837860525
circle,low,stripes,triangle,high,stripes,square,low,plain,-10.154934837860525
circle,high,stripes,triangle,low,stripes,square,low,plain,-10.154934837860525
square,high,stripes,triangle,low,stripes,circle,low,plain,-10.154934837860525
square,low,stripes,triangle,high,stripes,circle,low,plain,-10.154934837860525
triangle,high,stripes,square,low,plain,circle,low,stripes,-10.154934837860525
circle,low,plain,triangle,high,stripes,square,low,stripes,-10.154934837860525
square,low,plain,circle,low,stripes,triangle,high,stripes,-10.154934837860525
circle,low,stripes,square,high,stripes,triangle,low,plain,-10.154934837860525
triangle,high,stripes,square,low,stripes,circle,low,plain,-10.154934837860525
triangle,low,plain,circle,high,stripes,square,low,stripes,-10.154934837860525
circle,low,stripes,triangle,low,plain,square,high,stripes,-10.154934837860525
triangle,low,plain,circle,low,stripes,square,high,stripes,-10.154934837860525
triangle,low,plain,square,low,stripes,circle,high,stripes,-10.154934837860525
triangle,low,stripes,square,low,plain,circle,high,stripes,-10.154934837860525
triangle,low,stripes,square,high,stripes,circle,low,plain,-10.154934837860525
circle,high,stripes,square,low,plain,triangle,low,stripes,-10.154934837860525
circle,low,plain,square,high,stripes,triangle,low,stripes,-10.154934837860525
square,low,stripes,circle,high,stripes,triangle,low,plain,-10.154934837860525
square,low,plain,triangle,high,stripes,circle,low,stripes,-10.154934837860525
triangle,low,stripes,circle,low,plain,square,high,stripes,-10.154934837860525
circle,high,stripes,square,low,stripes,triangle,low,plain,-10.154934837860525
square,high,stripes,triangle,low,plain,circle,low,stripes,-10.154934837860525
square,low,plain,triangle,low,stripes,circle,high,stripes,-10.154934837860525
circle,low,stripes,square,low,plain,triangle,high,stripes,-10.154934837860525
circle,high,stripes,triangle,low,plain,square,low,stripes,-10.154934837860525
triangle,low,dots,square,low,plain,square,medium,stripes,-10.154934837860527
square,low,dots,triangle,low,plain,square,medium,stripes,-10.154934837860527
triangle,low,dots,square,low,stripes,square,medium,plain,-10.154934837860527
triangle,low,dots,square,medium,stripes,square,low,plain,-10.154934837860527
circle,low,dots,circle,medium,stripes,square,medium,plain,-10.154934837860527
square,low,plain,square,medium,stripes,triangle,low,dots,-10.154934837860527
square,low,plain,square,medium,dots,triangle,low,stripes,-10.154934837860527
circle,medium,dots,square,medium,stripes,circle,low,plain,-10.154934837860527
square,medium,stripes,square,low,plain,triangle,low,dots,-10.154934837860527
square,medium,stripes,circle,medium,dots,circle,low,plain,-10.154934837860527
triangle,low,dots,square,medium,plain,square,low,stripes,-10.154934837860527
circle,medium,plain,circle,low,stripes,square,medium,dots,-10.154934837860527
circle,low,dots,circle,medium,plain,square,medium,stripes,-10.154934837860527
circle,medium,plain,circle,low,dots,square,medium,stripes,-10.154934837860527
square,medium,dots,square,low,stripes,triangle,low,plain,-10.154934837860527
circle,low,dots,square,medium,stripes,circle,medium,plain,-10.154934837860527
square,medium,plain,circle,low,stripes,circle,medium,dots,-10.154934837860527
circle,medium,plain,square,medium,dots,circle,low,stripes,-10.154934837860527
circle,low,plain,square,medium,stripes,circle,medium,dots,-10.154934837860527
square,medium,plain,circle,medium,dots,circle,low,stripes,-10.154934837860527
square,medium,plain,circle,medium,stripes,circle,low,dots,-10.154934837860527
square,medium,stripes,triangle,low,dots,square,low,plain,-10.154934837860527
square,medium,dots,circle,low,plain,circle,medium,stripes,-10.154934837860527
square,medium,dots,circle,low,stripes,circle,medium,plain,-10.154934837860527
square,medium,stripes,triangle,low,plain,square,low,dots,-10.154934837860527
circle,low,stripes,square,medium,dots,circle,medium,plain,-10.154934837860527
triangle,low,plain,square,low,stripes,square,medium,dots,-10.154934837860527
circle,low,plain,circle,medium,dots,square,medium,stripes,-10.154934837860527
circle,medium,stripes,circle,low,plain,square,medium,dots,-10.154934837860527
triangle,low,plain,square,low,dots,square,medium,stripes,-10.154934837860527
circle,medium,stripes,circle,low,dots,square,medium,plain,-10.154934837860527
square,medium,dots,circle,medium,plain,circle,low,stripes,-10.154934837860527
triangle,low,plain,square,medium,stripes,square,low,dots,-10.154934837860527
square,medium,dots,square,low,plain,triangle,low,stripes,-10.154934837860527
circle,medium,plain,square,medium,stripes,circle,low,dots,-10.154934837860527
square,medium,dots,circle,medium,stripes,circle,low,plain,-10.154934837860527
triangle,low,plain,square,medium,dots,square,low,stripes,-10.154934837860527
square,low,stripes,triangle,low,dots,square,medium,plain,-10.154934837860527
circle,low,stripes,square,medium,plain,circle,medium,dots,-10.154934837860527
square,medium,plain,circle,low,dots,circle,medium,stripes,-10.154934837860527
circle,low,plain,square,medium,dots,circle,medium,stripes,-10.154934837860527
square,medium,plain,square,low,stripes,triangle,low,dots,-10.154934837860527
square,medium,plain,square,low,dots,triangle,low,stripes,-10.154934837860527
square,low,dots,square,medium,stripes,triangle,low,plain,-10.154934837860527
circle,low,plain,circle,medium,stripes,square,medium,dots,-10.154934837860527
circle,medium,stripes,square,medium,plain,circle,low,dots,-10.154934837860527
square,medium,stripes,square,low,dots,triangle,low,plain,-10.154934837860527
square,low,stripes,triangle,low,plain,square,medium,dots,-10.154934837860527
square,low,dots,square,medium,plain,triangle,low,stripes,-10.154934837860527
circle,medium,stripes,square,medium,dots,circle,low,plain,-10.154934837860527
triangle,low,stripes,square,low,plain,square,medium,dots,-10.154934837860527
triangle,low,stripes,square,medium,dots,square,low,plain,-10.154934837860527
square,low,plain,triangle,low,dots,square,medium,stripes,-10.154934837860527
square,medium,dots,triangle,low,plain,square,low,stripes,-10.154934837860527
circle,low,stripes,circle,medium,dots,square,medium,plain,-10.154934837860527
square,medium,stripes,circle,low,dots,circle,medium,plain,-10.154934837860527
square,medium,stripes,circle,medium,plain,circle,low,dots,-10.154934837860527
square,low,stripes,square,medium,plain,triangle,low,dots,-10.154934837860527
square,low,plain,triangle,low,stripes,square,medium,dots,-10.154934837860527
square,medium,dots,triangle,low,stripes,square,low,plain,-10.154934837860527
square,medium,plain,triangle,low,dots,square,low,stripes,-10.154934837860527
circle,low,dots,square,medium,plain,circle,medium,stripes,-10.154934837860527
square,low,dots,triangle,low,stripes,square,medium,plain,-10.154934837860527
square,medium,stripes,circle,low,plain,circle,medium,dots,-10.154934837860527
circle,low,stripes,circle,medium,plain,square,medium,dots,-10.154934837860527
circle,medium,dots,circle,low,stripes,square,medium,plain,-10.154934837860527
square,low,stripes,square,medium,dots,triangle,low,plain,-10.154934837860527
circle,medium,dots,square,medium,plain,circle,low,stripes,-10.154934837860527
square,medium,plain,triangle,low,stripes,square,low,dots,-10.154934837860527
circle,medium,dots,circle,low,plain,square,medium,stripes,-10.154934837860527
triangle,low,stripes,square,medium,plain,square,low,dots,-10.154934837860527
triangle,low,stripes,square,low,dots,square,medium,plain,-10.154934837860527
square,low,plain,circle,high,dots,triangle,low,dots,-10.154934837860528
circle,medium,plain,square,low,plain,triangle,low,stripes,-10.154934837860528
triangle,low,plain,square,low,dots,circle,high,dots,-10.154934837860528
triangle,low,stripes,square,low,plain,circle,medium,plain,-10.154934837860528
circle,low,plain,square,high,dots,triangle,low,dots,-10.154934837860528
circle,low,plain,square,low,stripes,triangle,medium,plain,-10.154934837860528
