state,Dimension 1,Dimension 2
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='high', texture='plain'))",-7.909247756377381,38.59656515407716
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='high', texture='striped'))",-8.07999718470473,38.494429996355045
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='low', texture='plain'))",-3.316506229460241,42.55721043425093
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='low', texture='striped'))",-3.2396720795531504,43.05257000174928
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",-6.870652956718712,35.06921139303536
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",-6.714579096227719,34.42048558769704
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",41.338915392379924,44.92511778472809
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='high', texture='striped'))",37.33731165133188,47.097846633682074
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='low', texture='plain'))",50.31509219993995,25.59614691806009
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='low', texture='striped'))",50.041760245600315,25.347687775127284
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",29.699378593495958,51.33270332142677
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='striped'))",29.660269261079424,51.776919760470975
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='high', texture='plain'))",-59.402151930708925,5.347931432588807
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='high', texture='striped'))",-58.30212103943163,6.128646661077405
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='low', texture='plain'))",-48.04657749590796,32.06358668764015
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='low', texture='striped'))",-48.170823529529436,32.097001034948676
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='plain'))",-63.08122868723663,13.452680469024443
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='striped'))",-63.00525292008883,13.771190195270066
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='high', texture='plain'))",-7.856413726016144,39.33638722759534
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='high', texture='striped'))",-8.030771993618888,39.08408495906021
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='low', texture='plain'))",-3.379360600118711,42.669138246953615
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='low', texture='striped'))",-3.2556242331791823,43.2203234361731
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",-6.880973565077085,35.35351176353363
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",-6.720731576106227,34.48700775429486
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='high', texture='plain'))",40.58342229483213,45.07331521613981
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='high', texture='striped'))",37.08863531272155,47.10036527395465
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='low', texture='plain'))",50.190463902980675,26.018835280145538
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='low', texture='striped'))",50.050405140033895,26.01916648390082
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='plain'))",29.519942896951054,51.52362870958741
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='striped'))",29.499135105814037,52.00145741282565
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='triangle', shade='high', texture='plain'))",-59.612431848139884,5.472887319973116
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='triangle', shade='high', texture='striped'))",-58.281464188872256,6.423423663887512
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='triangle', shade='low', texture='plain'))",-47.80761301058441,32.532614783687634
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='triangle', shade='low', texture='striped'))",-47.99071315865641,32.38106983689832
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='triangle', shade='medium', texture='plain'))",-63.07452965864074,14.070787049523874
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='triangle', shade='medium', texture='striped'))",-62.94354796721865,14.323021326654409
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='high', texture='plain'))",34.9761657761166,38.78495461860078
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='high', texture='striped'))",34.446246549351784,39.05427202729889
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='low', texture='plain'))",38.53970289867643,32.69839959530507
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='low', texture='striped'))",38.67145843283253,32.89584514345039
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",36.53926151665255,44.357885100069694
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",39.338210950161326,44.09151110639297
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",36.40195472010889,38.51347713839421
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='striped'))",35.71429332856832,38.52517426228114
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='low', texture='plain'))",40.90099037243505,26.782834362695976
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='low', texture='striped'))",40.468113582789535,26.862557000014913
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",31.767194596760074,45.57057891302181
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='striped'))",31.65978153827519,46.0115868041244
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='triangle', shade='high', texture='plain'))",-5.84724925470091,85.2312756278616
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='triangle', shade='high', texture='striped'))",72.31446319601422,-44.737337920792555
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='triangle', shade='low', texture='plain'))",-17.740090170286276,-4.641863310825322
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='triangle', shade='low', texture='striped'))",-18.097577480355923,-5.182898177464413
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='plain'))",-53.189428735661835,-28.639592726089795
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='striped'))",-54.953491969948324,-24.945134908298343
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='circle', shade='high', texture='plain'))",34.2230517700531,38.91940482225993
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='circle', shade='high', texture='striped'))",34.152050374732795,38.70392807292111
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='circle', shade='low', texture='plain'))",38.59877583236143,32.685625035484904
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='circle', shade='low', texture='striped'))",38.73627678207097,32.850757694484344
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",36.84442477568803,44.48548903166132
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",39.07865034591159,44.06733870475092
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='square', shade='high', texture='plain'))",36.63476860555619,38.40749585165859
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='square', shade='high', texture='striped'))",35.9082508060864,38.209481119267984
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='square', shade='low', texture='plain'))",40.47865326288505,27.232154055560414
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='square', shade='low', texture='striped'))",40.15744110904637,27.264140849453746
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='plain'))",31.74485726786785,45.64288067232392
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='striped'))",31.553823122365785,46.13851568679836
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='triangle', shade='high', texture='plain'))",73.9342973164502,-42.090083564138055
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='triangle', shade='high', texture='striped'))",-7.247476904810544,85.1162760925833
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='triangle', shade='low', texture='plain'))",-15.398620475523714,-6.888739698701063
