state,negloglik
"State(shape1=Shape(sides='triangle', shade='medium', texture='striped'), shape2=Shape(sides='triangle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='striped'))",7.64055517178812
"State(shape1=Shape(sides='square', shade='high', texture='striped'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='striped'))",7.640993219742335
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='striped'))",7.641166026720744
"State(shape1=Shape(sides='square', shade='medium', texture='striped'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.641444101367939
"State(shape1=Shape(sides='triangle', shade='medium', texture='plain'), shape2=Shape(sides='triangle', shade='medium', texture='striped'), shape3=Shape(sides='triangle', shade='medium', texture='striped'))",7.641817436196065
"State(shape1=Shape(sides='square', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='square', shade='high', texture='striped'))",7.642313260288149
"State(shape1=Shape(sides='circle', shade='medium', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",7.642598009283076
"State(shape1=Shape(sides='square', shade='high', texture='striped'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.643262327915212
"State(shape1=Shape(sides='square', shade='high', texture='striped'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.6439293573924205
"State(shape1=Shape(sides='circle', shade='medium', texture='striped'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",7.643963704341284
"State(shape1=Shape(sides='triangle', shade='medium', texture='striped'), shape2=Shape(sides='triangle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='plain'))",7.644027617802895
"State(shape1=Shape(sides='circle', shade='medium', texture='striped'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",7.644602740758832
"State(shape1=Shape(sides='triangle', shade='medium', texture='striped'), shape2=Shape(sides='triangle', shade='medium', texture='striped'), shape3=Shape(sides='triangle', shade='medium', texture='plain'))",7.644925255449281
"State(shape1=Shape(sides='triangle', shade='medium', texture='plain'), shape2=Shape(sides='triangle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='striped'))",7.64516467629602
"State(shape1=Shape(sides='square', shade='medium', texture='striped'), shape2=Shape(sides='square', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.645217268812975
"State(shape1=Shape(sides='square', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='striped'))",7.645387914513543
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='striped'))",7.645716120896464
"State(shape1=Shape(sides='triangle', shade='low', texture='striped'), shape2=Shape(sides='triangle', shade='low', texture='striped'), shape3=Shape(sides='triangle', shade='low', texture='plain'))",7.6459934079309315
"State(shape1=Shape(sides='triangle', shade='high', texture='striped'), shape2=Shape(sides='triangle', shade='high', texture='plain'), shape3=Shape(sides='triangle', shade='high', texture='striped'))",7.646054508657524
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.64613704477009
"State(shape1=Shape(sides='square', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.646168134311464
"State(shape1=Shape(sides='triangle', shade='medium', texture='plain'), shape2=Shape(sides='triangle', shade='medium', texture='striped'), shape3=Shape(sides='triangle', shade='medium', texture='plain'))",7.646239842617837
"State(shape1=Shape(sides='triangle', shade='low', texture='plain'), shape2=Shape(sides='triangle', shade='low', texture='plain'), shape3=Shape(sides='triangle', shade='low', texture='striped'))",7.646843926050837
"State(shape1=Shape(sides='triangle', shade='high', texture='striped'), shape2=Shape(sides='triangle', shade='high', texture='striped'), shape3=Shape(sides='triangle', shade='high', texture='plain'))",7.64697254012411
"State(shape1=Shape(sides='triangle', shade='high', texture='plain'), shape2=Shape(sides='triangle', shade='high', texture='striped'), shape3=Shape(sides='triangle', shade='high', texture='striped'))",7.646988696378664
"State(shape1=Shape(sides='triangle', shade='low', texture='plain'), shape2=Shape(sides='triangle', shade='low', texture='striped'), shape3=Shape(sides='triangle', shade='low', texture='striped'))",7.647925236522231
"State(shape1=Shape(sides='circle', shade='medium', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",7.648447595135564
"State(shape1=Shape(sides='triangle', shade='high', texture='plain'), shape2=Shape(sides='triangle', shade='high', texture='plain'), shape3=Shape(sides='triangle', shade='high', texture='striped'))",7.648797520729063
"State(shape1=Shape(sides='circle', shade='medium', texture='striped'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",7.648896452555168
"State(shape1=Shape(sides='triangle', shade='low', texture='striped'), shape2=Shape(sides='triangle', shade='low', texture='plain'), shape3=Shape(sides='triangle', shade='low', texture='plain'))",7.6490584829341595
"State(shape1=Shape(sides='circle', shade='medium', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",7.649456512312711
"State(shape1=Shape(sides='triangle', shade='high', texture='plain'), shape2=Shape(sides='triangle', shade='high', texture='striped'), shape3=Shape(sides='triangle', shade='high', texture='plain'))",7.650310137258473
"State(shape1=Shape(sides='triangle', shade='low', texture='striped'), shape2=Shape(sides='triangle', shade='low', texture='plain'), shape3=Shape(sides='triangle', shade='low', texture='striped'))",7.650383545171599
"State(shape1=Shape(sides='triangle', shade='high', texture='striped'), shape2=Shape(sides='triangle', shade='high', texture='plain'), shape3=Shape(sides='triangle', shade='high', texture='plain'))",7.650545095166499
"State(shape1=Shape(sides='triangle', shade='low', texture='plain'), shape2=Shape(sides='triangle', shade='low', texture='striped'), shape3=Shape(sides='triangle', shade='low', texture='plain'))",7.65290112852261
"State(shape1=Shape(sides='square', shade='low', texture='striped'), shape2=Shape(sides='square', shade='low', texture='striped'), shape3=Shape(sides='square', shade='low', texture='plain'))",7.653555289432693
"State(shape1=Shape(sides='square', shade='low', texture='striped'), shape2=Shape(sides='square', shade='low', texture='plain'), shape3=Shape(sides='square', shade='low', texture='plain'))",7.653655901389135
"State(shape1=Shape(sides='square', shade='low', texture='plain'), shape2=Shape(sides='square', shade='low', texture='striped'), shape3=Shape(sides='square', shade='low', texture='striped'))",7.654477266576486
"State(shape1=Shape(sides='square', shade='low', texture='plain'), shape2=Shape(sides='square', shade='low', texture='plain'), shape3=Shape(sides='square', shade='low', texture='striped'))",7.654664393430507
"State(shape1=Shape(sides='square', shade='low', texture='striped'), shape2=Shape(sides='square', shade='low', texture='plain'), shape3=Shape(sides='square', shade='low', texture='striped'))",7.656673500817946
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='high', texture='striped'), shape3=Shape(sides='circle', shade='high', texture='striped'))",7.656765400798405
"State(shape1=Shape(sides='circle', shade='low', texture='plain'), shape2=Shape(sides='circle', shade='low', texture='striped'), shape3=Shape(sides='circle', shade='low', texture='striped'))",7.657434244022791
"State(shape1=Shape(sides='circle', shade='low', texture='striped'), shape2=Shape(sides='circle', shade='low', texture='plain'), shape3=Shape(sides='circle', shade='low', texture='plain'))",7.6583765623267235
"State(shape1=Shape(sides='circle', shade='high', texture='striped'), shape2=Shape(sides='circle', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='high', texture='striped'))",7.6584091198506
"State(shape1=Shape(sides='circle', shade='low', texture='striped'), shape2=Shape(sides='circle', shade='low', texture='striped'), shape3=Shape(sides='circle', shade='low', texture='plain'))",7.658673791501395
"State(shape1=Shape(sides='circle', shade='low', texture='plain'), shape2=Shape(sides='circle', shade='low', texture='plain'), shape3=Shape(sides='circle', shade='low', texture='striped'))",7.658844232508344
"State(shape1=Shape(sides='circle', shade='high', texture='striped'), shape2=Shape(sides='circle', shade='high', texture='striped'), shape3=Shape(sides='circle', shade='high', texture='plain'))",7.659886046258063
"State(shape1=Shape(sides='square', shade='low', texture='plain'), shape2=Shape(sides='square', shade='low', texture='striped'), shape3=Shape(sides='square', shade='low', texture='plain'))",7.660102584386398
"State(shape1=Shape(sides='circle', shade='high', texture='striped'), shape2=Shape(sides='circle', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='high', texture='plain'))",7.660158869790535
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='high', texture='striped'))",7.66108971921511
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='high', texture='striped'), shape3=Shape(sides='circle', shade='high', texture='plain'))",7.662528513752908
"State(shape1=Shape(sides='circle', shade='low', texture='striped'), shape2=Shape(sides='circle', shade='low', texture='plain'), shape3=Shape(sides='circle', shade='low', texture='striped'))",7.662551486666385
"State(shape1=Shape(sides='circle', shade='low', texture='plain'), shape2=Shape(sides='circle', shade='low', texture='striped'), shape3=Shape(sides='circle', shade='low', texture='plain'))",7.664858622810892
"State(shape1=Shape(sides='square', shade='low', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='low', texture='plain'))",7.778622231966309
"State(shape1=Shape(sides='square', shade='low', texture='plain'), shape2=Shape(sides='square', shade='low', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.779520049680666
"State(shape1=Shape(sides='square', shade='low', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='low', texture='plain'))",7.779604004991113
"State(shape1=Shape(sides='square', shade='low', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.780041822850252
"State(shape1=Shape(sides='square', shade='low', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.780047728304539
"State(shape1=Shape(sides='triangle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.780056972693289
"State(shape1=Shape(sides='triangle', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.780131857691088
"State(shape1=Shape(sides='square', shade='low', texture='plain'), shape2=Shape(sides='square', shade='low', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.780265938458171
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.780293049322165
"State(shape1=Shape(sides='triangle', shade='medium', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",7.7803126492048245
"State(shape1=Shape(sides='square', shade='high', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.780335029034629
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='low', texture='plain'), shape3=Shape(sides='square', shade='low', texture='plain'))",7.780408648972197
"State(shape1=Shape(sides='circle', shade='medium', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.780425847531233
"State(shape1=Shape(sides='square', shade='high', texture='plain'), shape2=Shape(sides='square', shade='low', texture='plain'), shape3=Shape(sides='square', shade='low', texture='plain'))",7.780811298899821
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",7.7808668758320545
"State(shape1=Shape(sides='circle', shade='medium', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='plain'))",7.78104734797551
"State(shape1=Shape(sides='circle', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.78108261906663
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='low', texture='plain'))",7.781183452663973
"State(shape1=Shape(sides='square', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='triangle', shade='high', texture='plain'))",7.781304676845571
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.781437581409489
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='high', texture='plain'), shape3=Shape(sides='triangle', shade='high', texture='plain'))",7.781508798224457
"State(shape1=Shape(sides='square', shade='high', texture='plain'), shape2=Shape(sides='triangle', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.781546559277932
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.781662894900916
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='triangle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='plain'))",7.7817425108009575
"State(shape1=Shape(sides='triangle', shade='high', texture='plain'), shape2=Shape(sides='triangle', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.781860489181132
"State(shape1=Shape(sides='circle', shade='medium', texture='plain'), shape2=Shape(sides='triangle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='plain'))",7.78189077273779
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.781909447203261
"State(shape1=Shape(sides='square', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.78194194156761
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.781959715460801
"State(shape1=Shape(sides='triangle', shade='medium', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='plain'))",7.781983685371416
"State(shape1=Shape(sides='square', shade='high', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='high', texture='plain'))",7.782014170294157
"State(shape1=Shape(sides='circle', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",7.782028911404887
"State(shape1=Shape(sides='triangle', shade='medium', texture='plain'), shape2=Shape(sides='triangle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",7.7821601716875355
"State(shape1=Shape(sides='square', shade='high', texture='striped'), shape2=Shape(sides='triangle', shade='high', texture='striped'), shape3=Shape(sides='square', shade='high', texture='striped'))",7.782161887681432
"State(shape1=Shape(sides='circle', shade='low', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",7.782172904609921
"State(shape1=Shape(sides='square', shade='high', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.782281699741902
"State(shape1=Shape(sides='triangle', shade='medium', texture='plain'), shape2=Shape(sides='triangle', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.78231745535382
"State(shape1=Shape(sides='circle', shade='medium', texture='striped'), shape2=Shape(sides='square', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",7.782362236640679
"State(shape1=Shape(sides='triangle', shade='high', texture='plain'), shape2=Shape(sides='triangle', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='high', texture='plain'))",7.782389184508763
"State(shape1=Shape(sides='circle', shade='medium', texture='plain'), shape2=Shape(sides='triangle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",7.782392251801201
"State(shape1=Shape(sides='triangle', shade='medium', texture='striped'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='triangle', shade='medium', texture='striped'))",7.78240873829466
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='triangle', shade='medium', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.782418927170295
"State(shape1=Shape(sides='triangle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='high', texture='plain'))",7.7825066869160375
"State(shape1=Shape(sides='circle', shade='medium', texture='striped'), shape2=Shape(sides='triangle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",7.782517160707573
"State(shape1=Shape(sides='triangle', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='plain'))",7.782523518735691
"State(shape1=Shape(sides='square', shade='high', texture='striped'), shape2=Shape(sides='circle', shade='high', texture='striped'), shape3=Shape(sides='square', shade='high', texture='striped'))",7.782531402685081
"State(shape1=Shape(sides='square', shade='high', texture='striped'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='triangle', shade='high', texture='striped'))",7.782591529085708
"State(shape1=Shape(sides='square', shade='medium', texture='striped'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='striped'))",7.7826152757726
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",7.78268071661213
"State(shape1=Shape(sides='triangle', shade='high', texture='striped'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='square', shade='high', texture='striped'))",7.782939677648959
"State(shape1=Shape(sides='square', shade='high', texture='striped'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='circle', shade='high', texture='striped'))",7.783070175414035
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='high', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.783126717073515
"State(shape1=Shape(sides='triangle', shade='medium', texture='striped'), shape2=Shape(sides='square', shade='medium', texture='striped'), shape3=Shape(sides='triangle', shade='medium', texture='striped'))",7.783192531176247
"State(shape1=Shape(sides='triangle', shade='medium', texture='striped'), shape2=Shape(sides='square', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='striped'))",7.783255492042785
"State(shape1=Shape(sides='triangle', shade='low', texture='plain'), shape2=Shape(sides='triangle', shade='low', texture='plain'), shape3=Shape(sides='square', shade='low', texture='plain'))",7.783360343383479
"State(shape1=Shape(sides='square', shade='low', texture='striped'), shape2=Shape(sides='square', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='low', texture='striped'))",7.7833912650067765
"State(shape1=Shape(sides='square', shade='medium', texture='striped'), shape2=Shape(sides='triangle', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='striped'))",7.783396229081817
"State(shape1=Shape(sides='circle', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='medium', texture='plain'))",7.783621475390963
"State(shape1=Shape(sides='triangle', shade='high', texture='striped'), shape2=Shape(sides='triangle', shade='high', texture='striped'), shape3=Shape(sides='circle', shade='high', texture='striped'))",7.783643239091401
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='medium', texture='plain'), shape3=Shape(sides='triangle', shade='medium', texture='plain'))",7.783707283547527
"State(shape1=Shape(sides='triangle', shade='medium', texture='striped'), shape2=Shape(sides='triangle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",7.783753662150542
"State(shape1=Shape(sides='square', shade='high', texture='plain'), shape2=Shape(sides='circle', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='high', texture='plain'))",7.783755517728678
"State(shape1=Shape(sides='triangle', shade='medium', texture='striped'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",7.783780974230475
"State(shape1=Shape(sides='square', shade='high', texture='plain'), shape2=Shape(sides='square', shade='low', texture='plain'), shape3=Shape(sides='square', shade='high', texture='plain'))",7.783806459933426
"State(shape1=Shape(sides='triangle', shade='low', texture='plain'), shape2=Shape(sides='square', shade='low', texture='plain'), shape3=Shape(sides='square', shade='low', texture='plain'))",7.78394867248726
"State(shape1=Shape(sides='circle', shade='medium', texture='striped'), shape2=Shape(sides='square', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='striped'))",7.783966116720571
"State(shape1=Shape(sides='triangle', shade='high', texture='striped'), shape2=Shape(sides='triangle', shade='high', texture='striped'), shape3=Shape(sides='square', shade='high', texture='striped'))",7.783971337562989
"State(shape1=Shape(sides='triangle', shade='low', texture='plain'), shape2=Shape(sides='triangle', shade='low', texture='plain'), shape3=Shape(sides='triangle', shade='high', texture='plain'))",7.784006789551655
"State(shape1=Shape(sides='square', shade='medium', texture='striped'), shape2=Shape(sides='square', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",7.784084723769406
"State(shape1=Shape(sides='square', shade='medium', texture='plain'), shape2=Shape(sides='square', shade='low', texture='plain'), shape3=Shape(sides='square', shade='medium', texture='plain'))",7.784097072961587
"State(shape1=Shape(sides='circle', shade='medium', texture='striped'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='triangle', shade='medium', texture='striped'))",7.784116517954424
"State(shape1=Shape(sides='circle', shade='medium', texture='striped'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='striped'))",7.784118290501078
"State(shape1=Shape(sides='circle', shade='high', texture='striped'), shape2=Shape(sides='circle', shade='high', texture='striped'), shape3=Shape(sides='triangle', shade='high', texture='striped'))",7.7842286640207385
"State(shape1=Shape(sides='square', shade='low', texture='striped'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='square', shade='low', texture='striped'))",7.784433135032743
"State(shape1=Shape(sides='circle', shade='low', texture='plain'), shape2=Shape(sides='circle', shade='high', texture='plain'), shape3=Shape(sides='circle', shade='high', texture='plain'))",7.784446835062966
"State(shape1=Shape(sides='circle', shade='medium', texture='plain'), shape2=Shape(sides='circle', shade='medium', texture='plain'), shape3=Shape(sides='circle', shade='low', texture='plain'))",7.784458434757217
"State(shape1=Shape(sides='square', shade='medium', texture='striped'), shape2=Shape(sides='circle', shade='medium', texture='striped'), shape3=Shape(sides='circle', shade='medium', texture='striped'))",7.784563071628075
"State(shape1=Shape(sides='circle', shade='high', texture='striped'), shape2=Shape(sides='square', shade='high', texture='striped'), shape3=Shape(sides='square', shade='high', texture='striped'))",7.784602827318886
"State(shape1=Shape(sides='circle', shade='high', texture='striped'), shape2=Shape(sides='triangle', shade='high', texture='striped'), shape3=Shape(sides='circle', shade='high', texture='striped'))",7.784736591127969
"State(shape1=Shape(sides='triangle', shade='medium', texture='striped'), shape2=Shape(sides='triangle', shade='medium', texture='striped'), shape3=Shape(sides='square', shade='medium', texture='striped'))",7.784771401246705
"State(shape1=Shape(sides='triangle', shade='low', texture='plain'), shape2=Shape(sides='triangle', shade='low', texture='plain'), shape3=Shape(sides='circle', shade='low', texture='plain'))",7.784836187573576
